INCIDENT_ID,INCIDENT_NAME,DESCRIPTION,SEVERITY_ID,INCIDENT_TYPE_ID,ASSIGNED_USER_ID,ASSIGNED_DATE,RESOLUTION_DATE,DATE_FROM,DATE_TO,SOURCE_ID,ASSIGNED_ROLE_ID,LEVEL_ID,CUST_SATISFY,PRODUCT_ID,DIM_RELEASE_ID,INCIDENT_UNIQUEID,INC_STATUS_ID,INC_STATUS,INCIDENT_DUE
189,"06.03.DataModel-TestCases ","06.03.DataModel-TestCases ",1,2,NULL,2018-05-24 00:00:00,2018-06-14 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,EBG-675-62143,3,Closed,0
190,06.03.DataModel-TestCases,06.03.DataModel-TestCases,1,2,NULL,2018-05-24 00:00:00,2018-06-19 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,TAR-491-19126,3,Closed,0
191,[MarginMan] LogOut not executing properly,[MarginMan] LogOut not executing properly,2,2,NULL,2018-05-25 00:00:00,2018-06-13 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,CEH-746-55130,3,Closed,0
192,Execution with `only failed test cases` issue,Execution with `only failed test cases` issue,1,2,NULL,2018-05-28 00:00:00,2018-06-07 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,DRJ-822-51717,3,Closed,0
193,Warning - Trimmed @IDs of T24 records,Warning - Trimmed @IDs of T24 records,1,2,NULL,2018-06-01 00:00:00,2018-06-05 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,136,2,NULL,110,39,ZSK-483-18506,3,Closed,0
194,"license is expired ","license is expired ",1,2,NULL,2018-06-03 00:00:00,2018-06-04 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,137,2,NULL,110,39,SSW-933-64729,3,Closed,0
195,[MarginMan] Accumulator Screen not working,[MarginMan] Accumulator Screen not working,3,2,NULL,2018-06-04 00:00:00,2018-06-04 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,APS-541-59389,3,Closed,0
196,Synchronization - AA Product,Synchronization - AA Product,2,2,NULL,2018-06-08 00:00:00,2018-06-11 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,UBP-562-67947,3,Closed,0
197,[MarginMan] Maximize window to full screen,[MarginMan] Maximize window to full screen,3,2,NULL,2018-03-09 00:00:00,2018-03-14 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,ANN-206-44661,3,Closed,0
198,[MarginMan] Test Execution not stable,[MarginMan] Test Execution not stable,3,2,NULL,2018-03-09 00:00:00,2018-03-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,YSY-974-96809,3,Closed,0
199,[MarginMan] Additional Input Control,[MarginMan] Additional Input Control,3,6,NULL,2018-03-12 00:00:00,2018-03-14 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,TLM-961-34815,3,Closed,0
200,Not able to Synchronize T24 Enquiries,Not able to Synchronize T24 Enquiries,1,2,NULL,2018-03-13 00:00:00,2018-03-22 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,HAR-748-27692,3,Closed,0
201,Check Value Issue,Check Value Issue,4,2,NULL,2018-03-14 00:00:00,2018-03-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,DJQ-287-55604,3,Closed,0
202,Moving to T24 R18 and Enquiry TAFJ Services not working,Moving to T24 R18 and Enquiry TAFJ Services not working,1,6,NULL,2018-03-14 00:00:00,2018-03-21 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,QVW-417-82173,3,Closed,0
203,[MarginMan] Need list Selector and Reference ID capture,[MarginMan] Need list Selector and Reference ID capture,3,2,NULL,2018-03-15 00:00:00,2018-04-02 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,JYU-171-56575,3,Closed,0
204,[MarginMan] TurnOff Auto Close of MarginMan,[MarginMan] TurnOff Auto Close of MarginMan,2,2,NULL,2018-03-15 00:00:00,2018-03-26 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,NOS-448-38428,3,Closed,0
205,Test case is getting failed in Reverse or Delete steps.  Error message “Failed to Check  Screen”,Test case is getting failed in Reverse or Delete steps.  Error message “Failed to Check  Screen”,1,2,NULL,2018-03-20 00:00:00,2018-05-03 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,123,2,NULL,110,39,DRQ-202-17409,3,Closed,0
206,Trimmed @ID of T24 records,Trimmed @ID of T24 records,1,2,NULL,2018-03-20 00:00:00,2018-03-26 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,PVW-430-61695,3,Closed,0
207,[FinIQ] UCP Screens,[FinIQ] UCP Screens,1,2,NULL,2018-03-21 00:00:00,2018-04-06 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,FCF-498-92978,3,Closed,0
208,Warning while doing synchronization on Enauiry,Warning while doing synchronization on Enauiry,3,2,NULL,2018-03-21 00:00:00,2018-03-21 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,GAX-769-46016,3,Closed,0
209,Receiving warning on the Versions synchronization,Receiving warning on the Versions synchronization,3,2,NULL,2018-03-21 00:00:00,2018-03-23 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,GMY-859-50818,3,Closed,0
210,Cannot record teststeps,Cannot record teststeps,4,2,NULL,2018-03-22 00:00:00,2018-03-23 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,OBT-118-94286,3,Closed,0
211,How to configure the Telnet Set for R16 in the TelnetCommmDef.xml file,How to configure the Telnet Set for R16 in the TelnetCommmDef.xml file,1,6,NULL,2018-03-23 00:00:00,2018-04-24 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,BQK-354-30037,3,Closed,0
212,Param file no updated when we created a catalog for Enquiries,Param file no updated when we created a catalog for Enquiries,1,2,NULL,2018-03-27 00:00:00,2018-03-29 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,JZK-307-80727,3,Closed,0
213,"BE.FREE.CHEQUING,AA.NEW is passing , no response was created","BE.FREE.CHEQUING,AA.NEW is passing , no response was created",3,2,NULL,2018-03-27 00:00:00,2018-06-11 00:00:00,2018-11-22 15:56:13,2500-12-31 23:59:59,VALIDATA,128,2,NULL,110,39,BTG-872-78137,3,Closed,0
214,"@ID=[No Value] Error=[CANNOT BE LESS THAN START DATE ","@ID=[No Value] Error=[CANNOT BE LESS THAN START DATE ",3,2,NULL,2018-03-28 00:00:00,2018-03-29 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,FCL-314-42398,3,Closed,0
215," @ID=[No Value] Error=[MISSING AA.PAYMENT.TYPE - RECORD - Input PER.ALTA.MORT.FIXED "," @ID=[No Value] Error=[MISSING AA.PAYMENT.TYPE - RECORD - Input PER.ALTA.MORT.FIXED ",3,2,NULL,2018-03-28 00:00:00,2018-04-10 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,GPW-489-55380,3,Closed,0
216,GetCurrentHtml:Unable to find property panel. Property name: PRINCIPALINT,GetCurrentHtml:Unable to find property panel. Property name: PRINCIPALINT,3,2,NULL,2018-03-29 00:00:00,2018-04-18 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,STA-768-53140,3,Closed,0
217,Updating Defect Category,Updating Defect Category,1,6,NULL,2018-04-04 00:00:00,2018-04-11 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,PWV-367-43113,3,Closed,0
218,Personal LOC passed on March 15 and failed on March 27 with error below,Personal LOC passed on March 15 and failed on March 27 with error below,3,2,NULL,2018-04-05 00:00:00,2018-04-10 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,OYU-321-31903,3,Closed,0
219,All Test Data Automatic Calculation,All Test Data Automatic Calculation,1,7,NULL,2018-04-05 00:00:00,2018-05-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,KAQ-659-60909,3,Closed,0
220,Licence expired,Licence expired,1,2,NULL,2018-04-06 00:00:00,2018-04-16 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,CYU-322-77763,3,Closed,0
221,[FinIQ] Need to extract data from PDF,[FinIQ] Need to extract data from PDF,3,2,NULL,2018-04-10 00:00:00,2018-04-24 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,BSW-432-56238,3,Closed,0
222,Error : Browser is closed abnormally,Error : Browser is closed abnormally,2,2,NULL,2018-04-11 00:00:00,2018-04-16 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,TSY-511-19109,3,Closed,0
223,[FinIQ]Capture Deal Number in Dialog box,[FinIQ]Capture Deal Number in Dialog box,3,2,NULL,2018-04-11 00:00:00,2018-04-11 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,RRJ-237-75506,3,Closed,0
224,[MarginMan] Separating Login and Logout,[MarginMan] Separating Login and Logout,2,2,NULL,2018-04-11 00:00:00,2018-06-13 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,YWB-576-14401,3,Closed,0
225,Process automation,Process automation,3,6,NULL,2018-04-12 00:00:00,2018-04-24 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,TZV-304-81709,3,Closed,0
226,Issues Executing Automated Scripts (ENQUIRY and CREATE AC ERROR),Issues Executing Automated Scripts (ENQUIRY and CREATE AC ERROR),3,2,NULL,2018-04-13 00:00:00,2018-06-13 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,123,2,NULL,110,39,FHM-806-50773,3,Closed,0
227,Error in Execution of Test Cases,Error in Execution of Test Cases,1,2,NULL,2018-04-16 00:00:00,2018-04-16 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,SNI-337-40007,3,Closed,0
228,Validata Agile Data Generator is DOWN,Validata Agile Data Generator is DOWN,3,2,NULL,2018-04-17 00:00:00,2018-05-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,MKH-489-48391,3,Closed,0
229,Browser is closed abnormally.,Browser is closed abnormally.,3,2,NULL,2018-04-17 00:00:00,2018-04-26 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,FNK-618-72415,3,Closed,0
230,"Unable to Rent Safety Deposit Box ","Unable to Rent Safety Deposit Box ",2,6,NULL,2018-04-17 00:00:00,2018-04-24 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,JID-162-32474,3,Closed,0
231,Question: regarding Data Migration Testing,Question: regarding Data Migration Testing,1,6,NULL,2018-04-17 00:00:00,2018-05-02 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,ZKW-561-18088,3,Closed,0
232,Validata to HPQC Connection,Validata to HPQC Connection,1,7,NULL,2018-04-24 00:00:00,2018-05-03 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,123,2,NULL,110,39,AJO-151-96546,3,Closed,0
233,ABC Deployment of packages issue,ABC Deployment of packages issue,3,2,NULL,2018-04-26 00:00:00,2018-06-01 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,112,41,ECR-268-70670,3,Closed,0
234,Not right test data are coming with Smart script,Not right test data are coming with Smart script,1,2,NULL,2018-04-27 00:00:00,2018-05-04 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,BLY-228-69905,3,Closed,0
235,ERROR: Execution Agent 'TestEngine-58' is not active,ERROR: Execution Agent 'TestEngine-58' is not active,3,2,NULL,2018-05-01 00:00:00,2018-05-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,OFY-954-34316,3,Closed,0
236,Procedure to generate Version Definition files,Procedure to generate Version Definition files,1,2,NULL,2018-05-02 00:00:00,2018-05-03 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,137,2,NULL,110,39,KCB-620-30221,3,Closed,0
237,Validata R17 - Connectivity,Validata R17 - Connectivity,1,2,NULL,2018-05-04 00:00:00,2018-05-25 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,123,2,NULL,110,39,XPV-164-87520,3,Closed,0
238,AA Generator has Instance error while trying to create the folders,AA Generator has Instance error while trying to create the folders,3,2,NULL,2018-01-23 00:00:00,2018-02-06 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,SXH-344-32139,3,Closed,0
239,Question related to mass editing of Test Cases,Question related to mass editing of Test Cases,1,6,NULL,2018-01-23 00:00:00,2018-01-29 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,QCP-290-43811,3,Closed,0
240,IE issue with ATS execussion,IE issue with ATS execussion,1,2,NULL,2018-01-30 00:00:00,2018-03-16 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,QDF-584-91980,3,Closed,0
241,Manage Add-Ons IE for new Validata user,Manage Add-Ons IE for new Validata user,3,2,NULL,2018-01-30 00:00:00,2018-02-02 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,ADO-894-23937,3,Closed,0
242,BLF00034131.VALIDATA.error,BLF00034131.VALIDATA.error,1,2,NULL,2018-01-31 00:00:00,2018-03-12 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,QUS-204-42217,3,Closed,0
243,"Errors: INVALID FUNCTION FOR END.OF.DAY; LIMIT.REF - NO LIMIT RECORD AVAILABLE; ","Errors: INVALID FUNCTION FOR END.OF.DAY; LIMIT.REF - NO LIMIT RECORD AVAILABLE; ",3,2,NULL,2018-02-01 00:00:00,2018-02-02 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,TBJ-446-68850,3,Closed,0
244,Looking for more reference materials,Looking for more reference materials,1,6,NULL,2018-02-02 00:00:00,2018-02-13 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,OZF-825-76065,3,Closed,0
245,ATS TRIPLE A User,ATS TRIPLE A User,3,2,NULL,2018-02-06 00:00:00,2018-02-19 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,MJD-225-43071,3,Closed,0
246,TAP Bond nature not changing,TAP Bond nature not changing,3,2,NULL,2018-02-06 00:00:00,2018-02-19 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,KKH-742-13148,3,Closed,0
247,Customized Report,Customized Report,1,4,NULL,2018-02-06 00:00:00,2018-03-29 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,137,2,NULL,110,39,MXX-508-41043,3,Closed,0
248,Debugging Validata Imported Create Customer Test,Debugging Validata Imported Create Customer Test,1,6,NULL,2018-02-06 00:00:00,2018-02-09 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,FAJ-741-20043,3,Closed,0
249,TXN.ENTRY step is failing in Validatata step is failing to execute,TXN.ENTRY step is failing in Validatata step is failing to execute,1,2,NULL,2018-02-07 00:00:00,2018-03-19 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,123,2,NULL,110,39,OIQ-168-61934,3,Closed,0
250,"Sagicor, Extraction from the new server not working.","Sagicor, Extraction from the new server not working.",1,2,NULL,2018-02-07 00:00:00,2018-02-22 00:00:00,2018-11-22 15:56:13,2500-12-31 23:59:59,VALIDATA,132,2,NULL,111,40,DMT-138-26332,3,Closed,0
251,Aply Button Missing when doing automatic Calculation,Aply Button Missing when doing automatic Calculation,3,8,NULL,2018-02-12 00:00:00,2018-02-14 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,RET-707-37049,3,Closed,0
252,Missing fields in BLF.DEALSLIP.CONDITION on Browser after deploying on DEV,Missing fields in BLF.DEALSLIP.CONDITION on Browser after deploying on DEV,1,2,NULL,2018-02-13 00:00:00,2018-02-23 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,VCX-563-96300,3,Closed,0
253,"Errors: AUDIT.DATE.TIME.1.1 - Teller id not in this branch; ","Errors: AUDIT.DATE.TIME.1.1 - Teller id not in this branch; ",3,2,NULL,2018-02-13 00:00:00,2018-05-09 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,PWB-612-80153,3,Closed,0
254,Failed to check the screen error on pre-loaded scripts,Failed to check the screen error on pre-loaded scripts,1,2,NULL,2018-02-13 00:00:00,2018-03-07 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,TEH-590-30036,3,Closed,0
255,Current ATS project not being reflected in 360 reports,Current ATS project not being reflected in 360 reports,1,2,NULL,2018-02-14 00:00:00,2018-02-23 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,MWG-779-91369,3,Closed,0
256,Traceability Report not reporting on some of the products,Traceability Report not reporting on some of the products,3,2,NULL,2018-02-14 00:00:00,2018-04-10 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,ZZY-532-41757,3,Closed,0
257,Invalid Class,Invalid Class,1,2,NULL,2018-02-15 00:00:00,2018-05-25 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,137,2,NULL,110,39,CDM-311-42154,3,Closed,0
258,Email Configuration Question,Email Configuration Question,1,6,NULL,2018-02-17 00:00:00,2018-03-02 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,BYB-558-26459,3,Closed,0
259,BLF00036628-unable to open a version on validata,BLF00036628-unable to open a version on validata,1,2,NULL,2018-02-19 00:00:00,2018-02-23 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,VSR-914-80580,3,Closed,0
260,Update on the Accumulator Screen Recording,Update on the Accumulator Screen Recording,3,2,NULL,2018-02-19 00:00:00,2018-03-09 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,CTX-243-44195,3,Closed,0
261,Merge overlaps source units,Merge overlaps source units,1,8,NULL,2018-02-20 00:00:00,2018-02-21 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,PQF-769-42343,3,Closed,0
262,Unable to sync Prodcuts table and problem with most other Sync jobs,Unable to sync Prodcuts table and problem with most other Sync jobs,1,2,NULL,2018-02-22 00:00:00,2018-02-28 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,140,2,NULL,110,39,NVU-552-66292,3,Closed,0
263,"Cannot search Criteria step for portfolio ","Cannot search Criteria step for portfolio ",3,2,NULL,2018-02-23 00:00:00,2018-03-06 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,GQP-979-79614,3,Closed,0
264,DropDown field of a version filled on Validata but emptied on deployment,DropDown field of a version filled on Validata but emptied on deployment,3,2,NULL,2018-02-26 00:00:00,2018-02-28 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,CVS-586-43590,3,Closed,0
265,defect 36626 - Confusing log stating Successful status,defect 36626 - Confusing log stating Successful status,1,6,NULL,2018-02-26 00:00:00,2018-03-05 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,ISH-775-59174,3,Closed,0
266,File share bnk access when deploying from local SAS client,File share bnk access when deploying from local SAS client,4,2,NULL,2018-02-26 00:00:00,2018-04-10 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,112,41,GFM-469-22299,3,Closed,0
267,FinIQ - Execution Running Slow,FinIQ - Execution Running Slow,2,6,NULL,2018-02-28 00:00:00,2018-03-02 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,TEM-257-63858,3,Closed,0
268,Validata HP Integration Client & Supporting Docs,Validata HP Integration Client & Supporting Docs,1,6,NULL,2018-03-01 00:00:00,2018-03-07 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,123,2,NULL,110,39,OGE-325-18627,3,Closed,0
269,Data / Records compare between tow different environment,Data / Records compare between tow different environment,1,2,NULL,2018-03-01 00:00:00,2018-05-08 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,137,2,NULL,110,39,JLC-984-90414,3,Closed,0
270,Cannot input values in attribute [MarginMan],Cannot input values in attribute [MarginMan],3,2,NULL,2018-03-02 00:00:00,2018-03-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,ANT-996-55762,3,Closed,0
271,Get Latest Conflicts,Get Latest Conflicts,3,2,NULL,2018-03-05 00:00:00,2018-04-05 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,UQJ-125-98531,3,Closed,0
272,[MarginMan] Cannot input value in Amount and other fields,[MarginMan] Cannot input value in Amount and other fields,3,2,NULL,2018-03-06 00:00:00,2018-03-14 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,SHN-898-11591,3,Closed,0
273,[MarginMan] Cannot uncheck Checkbox,[MarginMan] Cannot uncheck Checkbox,2,2,NULL,2018-03-06 00:00:00,2018-03-09 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,POI-799-35701,3,Closed,0
274,[MarginMan] New application path for MarginMan,[MarginMan] New application path for MarginMan,2,4,NULL,2018-03-07 00:00:00,2018-03-12 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,XFS-479-54132,3,Closed,0
275,[MarginMan / FinIQ] Screen Capture in Execution,[MarginMan / FinIQ] Screen Capture in Execution,1,2,NULL,2018-03-07 00:00:00,2018-04-03 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,TAS-893-27969,3,Closed,0
276,Records not being deployed using Validata on T24 R17 environment,Records not being deployed using Validata on T24 R17 environment,4,2,NULL,2018-03-07 00:00:00,2018-03-13 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,XIH-451-61414,3,Closed,0
277,Test Engin issue,Test Engin issue,1,2,NULL,2018-03-07 00:00:00,2018-03-13 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,ZYO-311-97289,3,Closed,0
278,Rerun batch job,Rerun batch job,2,2,NULL,2018-03-08 00:00:00,2018-03-08 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,NVZ-563-40300,3,Closed,0
279,[MarginMan] Cannot input values in Forwards Screen,[MarginMan] Cannot input values in Forwards Screen,3,2,NULL,2018-03-08 00:00:00,2018-03-09 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,FOX-891-81792,3,Closed,0
280,[MarginMan ]Need new control,[MarginMan ]Need new control,1,2,NULL,2018-03-08 00:00:00,2018-03-12 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,ICN-468-74653,3,Closed,0
281,Quickrun - execution result is different,Quickrun - execution result is different,2,2,NULL,2018-03-08 00:00:00,2018-04-16 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,ZBX-458-12649,3,Closed,0
282,Edit and Save TSA service error,Edit and Save TSA service error,1,2,NULL,2018-01-02 00:00:00,2018-01-10 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,127,2,NULL,112,41,PQC-297-72964,3,Closed,0
283,license expiration,license expiration,1,2,NULL,2018-01-03 00:00:00,2018-01-03 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,DZR-215-33249,3,Closed,0
284,Unable to load Test engine after new download,Unable to load Test engine after new download,3,2,NULL,2018-01-03 00:00:00,2018-01-08 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,HSB-894-77127,3,Closed,0
285,Error `For these nodes no test steps`,Error `For these nodes no test steps`,3,2,NULL,2018-01-09 00:00:00,2018-01-22 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,128,2,NULL,110,39,PDE-107-32840,3,Closed,0
286,Cannot Access ATS,Cannot Access ATS,3,2,NULL,2018-01-11 00:00:00,2018-01-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,IJV-832-33944,3,Closed,0
287,create new user to access to the support portal,create new user to access to the support portal,1,2,NULL,2018-01-11 00:00:00,2018-01-17 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,YKE-952-27411,3,Closed,0
288,Automated tests created for T24r12 for T24r16,Automated tests created for T24r12 for T24r16,1,6,NULL,2018-01-11 00:00:00,2018-01-17 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,135,2,NULL,110,39,SIA-379-50276,3,Closed,0
289,Versions Sync with T24,Versions Sync with T24,1,2,NULL,2018-01-11 00:00:00,2018-01-12 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,133,2,NULL,110,39,SBZ-165-57831,3,Closed,0
290,OFS issue in ATS,OFS issue in ATS,3,2,NULL,2018-01-12 00:00:00,2018-01-12 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,OPE-979-23307,3,Closed,0
291,OFS Issue on ATS,OFS Issue on ATS,1,2,NULL,2018-01-12 00:00:00,2018-01-15 00:00:00,2018-11-22 15:56:13,2018-12-10 18:58:00,VALIDATA,132,2,NULL,110,39,VGB-195-44822,3,Closed,0
